ID,Status,Zonal_Office,Company,Inceident_Num,Incident_Date,Report_dDate,Containment,Estimated_Quantity,Recovered,Spill_stop_date,Facility,Cause,Initial_containment_measure,Site,Latitude,Longitude,LGA,Estimated_Spill_Area,Spiill_Area_Habitat,Impact,State,,,,,,,,,,,,,,,,,,,
311853,confirmed,ph,SPDC,1984848,2/17/2024,2/18/2024,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku PL@Odouha-Rumuekpe.",4.975170,6.707760,Emuoha,,la, 3” blinded weld neck flange was installed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons.,RI,,,,,2/21/2024,"cmmnt,cmpny,mnstry,nosdra,plc",,,,,,,,,,,,,2024-02-27 AB017
311851,confirmed,ph,SPDC,1984893,2/17/2024,2/18/2024,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku PL@Odouha-Rumuekpe.",4.971500,6.718950,Emuoha,,la,3” ball valve was installed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons.,RI,,,,,2/21/2024,"cmmnt,cmpny,mnstry,nosdra,plc",,,,,,,,,,,,,2024-02-27 AB017
311849,confirmed,ph,SPDC,1984928,2/17/2024,2/18/2024,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku PL@Odouha-Rumuekpe Emouha LGA, Rivers State.",4.970580,6.721710,Emuoha,,la,A wood plug attached to 2” ball valve was installed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons.,RI,,,,,2/21/2024,"cmmnt,cmpny,mnstry,nosdra,plc",,,,,,,,,,,,,2024-02-27 AB017
311847,confirmed,ph,SPDC,1984963,2/17/2024,2/18/2024,no,,,,pl,sab,,"20"" Rumuekpe-Npoku PL@Odouha-Rumuekpe.",4.969990,6.723480,Emuoha,,la,3” ball valve was installed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons.,RI,,,,,2/20/2024,"cmmnt,cmpny,mnstry,nosdra,plc",,,,,,,,,,,,,2024-02-27 AB017
311846,confirmed,ph,SPDC,1984995,2/17/2024,2/18/2024,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku PL@Odouha-Rumuekpe.",4.969040,6.726200,Emuoha,,la,Decoating was observed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons.,RI,,,,,2/20/2024,"cmmnt,cmpny,mnstry,nosdra,plc",,,,,,,,,,,,,2024-02-27 AB017
311842,confirmed,ph,SPDC,1982349,2/17/2024,2/17/2024,cr,0.8000,none,,pl,sab,pt,"14"" Okordia-Rumuekpe Pipeline at Edeoha, Ahoada East LGA.",5.023622,6.622449,Ahoada-East,0.0004,la,Minimal impact on the pit where it was collected,RI,,,,,2/19/2024,"cmmnt,cmpny,mnstry,nosdra",,,,3/6/2024,,,,,4/15/2024,,,,"2024-03-22 AB017, 2024-04-17 PH136"
311788,confirmed,ph,NAOC,2024/LAR/015,2/15/2024,2/15/2024,cr,3.3400,,2/16/2024,fl,sab,bm,"MGBEDE 6T FLOWLINE @MGBEDE COMMUNITY , ONELGA, RIVERS STATE",5.459306,6.672494,ONELGA,0.0001,la,"1""BALL VALVE AND ELBOW INSTALLED ON THE FACILITY AT 6O'CLOCK POSITION",RI,,,,,2/16/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-03-18 AB017
311810,confirmed,ph,SPDC,1976355,2/14/2024,2/15/2024,no,,,,pl,sab,,18'' ASSA RUMUEKPE PIPELINE AT RUMUEKPE COMMUNITY,5.000043,6.698009,Emuoha,,,4'' FLANGE WAS SEEN AT 12 O'CLOCK POSITION BY UNKNOWN PERSON{s} FOR OIL THEFT ACTIVITIES,RI,,,,,2/17/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-27 AB017, 2024-07-09 AB017"
312422,confirmed,ph,Heirs Energies Limited,504,2/13/2024,2/13/2024,cr,150.0000,84.0000,2/14/2024,pl,sab,,"8'' Umuechem-Nkpoku Pipeline at Umuechem , Eche LGA, Rivers State",5.007583,7.020361,Etche,0.0004,la,The Spill Occurred within the Company Right of Way and as such no visible impact in the surrounding ecosystem,RI,,,,,2/14/2024,"cmmnt,cmpny,dpr,mnstry,nosdra,plc",3/22/2024,3/25/2024,"MANUAL, USING CUTLASS, SHOVELS, RAKES",,,,,,,,,,2024-04-18 AB017
311803,confirmed,ph,SPDC,1973777,2/13/2024,2/14/2024,no,,,,pl,sab,,18'' ASSA RUMUEKPE PIPELINE AT RUMUEKPE COMMUNITY,5.017499,6.700080,Emuoha,,,ILLEGAL CONNECTION ON THE LINE BY UNKNOWN PERSON(s} FOE OIL THEFT,RI,,,,,2/17/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-27 AB017, 2024-07-09 AB017"
311802,confirmed,ph,SPDC,1973553,2/13/2024,2/14/2024,no,,,,pl,sab,,18'' ASSA RUMUEKPE PIPELINE AT RUMUEKPE COMMUNITY,4.993628,6.953105,Ikwere,,,2'' BALL VALVE WAS SEEN INSALLED AT 1 O'CLOCK POSITION FOR CRUDE OIL THEFT BY UNKNOWN PERSON[S],RI,,,,,2/17/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-27 AB017, 2024-07-09 AB017"
311791,confirmed,ph,SPDC,1973664,2/13/2024,2/13/2024,,,,,pl,sab,,18'' ASSA RUMUEKPE PIPELINE AT IMOGU COMMUNITY,5.037711,6.701606,Emuoha,,,3'' ball valve with 3'' elbow and flang was seen on the line by unknown person{S} for crude oil theft.,RI,,,,,2/16/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-27 AB017, 2024-07-09 AB017"
311790,confirmed,ph,SPDC,2024_1973988,2/13/2024,2/13/2024,no,,,,pl,sab,,"20'' Colocreek-Rumuekepe Pipeline at Odau, Abua/Odua Local Government, Rivers State",4.927290,6.430804,Ogbia,,la,No Spill,RI,,,,,2/18/2024,"cmmnt,cmpny,mnstry,nosdra,mltry",,,,,,,,,,,,,2024-02-27 AB017
311786,invalid,ph,NAOC,2024/LAR/014,2/13/2024,2/13/2024,co,0.0700,,2/14/2024,fl,sab,,"OBIAFU 6T FLOWLINE AT OMOKU COMMUNITY,ONELGA ,RIVERS STATE",5.391944,6.639333,Ogba/Egbema/Ndoni,0.0000,la,"1""NIPPLE AND 1""BALL VALVE INSTALLED ON FACILITY AT 6O'CLOCK POSITION BY UNKNOWN PERSONS",RI,,,,,2/14/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-05-14 AB017
311784,confirmed,ph,SPDC,1971839,2/13/2024,2/13/2024,other:water leak,,,,pl,sab,,18'' ASSA RUMUEKPE PIPELINE AT IMOGU COMMUNITY RUMUEKPE,5.031741,6.701117,Emuoha,,,2'' NIPPLE CASTED ON THE LINE FOR CRUDE OIL THEFT BY UNKNOWN PERSON{s},RI,,,,,2/16/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-27 AB017, 2024-07-09 AB017"
311781,confirmed,ph,SPDC,1971791,2/13/2024,2/13/2024,water leak,,,,pl,sab,,18'' ASSA RUMUEKPE PIPELINE AT IMOGU COMMUNITY RUMUEKPE,5.030089,4.514889,EMOHUA,,,2'' Nipple was seen on the pipeline by unknown person{s} for oil theft activities,RI,,,,,2/16/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-27 AB017, 2024-07-09 AB017"
290684,reviewed,ph,NAOC,2024/lAR/014,2/13/2024,2/13/2024,co,,,2/14/2024,pl,sab,NIL,"OBIAFU 6T FIOWIINE AT OMOKU COMMUNITY ,ONELGA RIVERS STATE",5.391944,6.639333,Ogba/Egbema/Ndoni,,la,1'' NIPPLE AND 1''BALL VALVE INSTALLE D ON THE FLOWLINE AT 6'0 CLOCK POSITION BY UNKNOWN PERSON.,RI,,,,,2/14/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-03-13 AB017, 2024-05-14 AB017"
312421,confirmed,ph,Heirs Energies Limited,30,2/12/2024,2/12/2024,cr,0.0629,,3/13/2024,fl,cor,,Obigbo Well 2 Flow line at Umuwalia,7.071110,4.532660,Oyigbo,,,The withered plant within the impacted area.,RI,,,,,3/13/2024,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,"2024-03-13 AB017, 2024-06-09 AB017, 2024-10-15 AB014"
290643,confirmed,ph,naoc,2024/LAR/GLI/017,2/10/2024,2/11/2024,ga,,,2/11/2024,gl,sab,,"14"" Ebocha-OBOB Gas delivery line at Obrikom, ONELGA, Rivers state",5.410083,6.533194,Ogba/Egbema/Ndoni,,la,No visible impact,RI,,,,,2/11/2024,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,2024-05-14 AB017
290639,confirmed,ph,NEPL,HSE/IFS/0224/001,2/7/2024,2/8/2024,no,,,,pl,sab,,"10’’ Njaba-Izombe Bulk Line, Njaba Community, Oru East Local Government Imo State.",5.393200,6.543200,Ogba/Egbema/Ndoni,,la,No Spill,RI,,,,,2/10/2024,"cmmnt,cmpny,mnstry,nosdra,mltry",,,,,,,,,,,,,2024-02-27 AB017
290622,confirmed,ph,SPDC,1956115,2/7/2024,,other: Water leak,,,,pl,eqf,,"24"" OGALE-BOMU PIPELINE AT NONWA EUDUME",4.761660,7.223400,Tai,,la,CLAMP OF A PREVIOUSLY REPAIRED POINT FAILED,RI,,,,,2/9/2024,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2024-02-27 AB017
311928,confirmed,ph,SPDC,1949179,2/5/2024,2/5/2024,cr,7.0000,NIL,2/8/2024,pl,sab,pt,14'' OKORDIA-RUMUEKPE PIPELINE AT ULA-OKOBO AHAOADA WEST LGA RIVERS STATE,5.062717,6.571778,Ahoada-West,0.0600,la,"• During initial assessment, the JIV Team observed loosed topsoil and a shallow ditch with a fresh crude around the incident point. • There was a hacksaw cut at 12 o’clock position by unknown persons. • The incident point was leaking during JIV. • The leak was stopped but the pipeline was no repaired as at the time of JIV.",RI,,,,,2/7/2024,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,4/16/2024,,,,"2024-03-13 AB017, 2024-04-17 PH136"
311775,confirmed,ph,NAOC,2024/LAR/GLI/013,2/5/2024,2/6/2024,,,,2/6/2024,gl,sab,,18'' IDU-OBOB GAS LINE @ OHALI USUMINI,5.289833,6.631417,Ogba/Egbema/Ndoni,,la,2 NUMBER 1.5'' NIPPLE 60mm INTERVAL INSTALLED @ 9 O'CLOCK ON THE FACILITY.,RI,,,,,2/6/2024,"nosdra,cmmnt,cmpny,mltry,mnstry",,,,,,,,,,,,,"2024-02-27 AB017, 2024-03-21 AB017"
290668,invalid,ph,NAOC,2024/LAR/012,2/5/2024,2/6/2024,co,,,,fl,sab,,4'' obiafu 2l flowline omoku onelga local government area rivers state,5.391222,6.642278,Ogba/Egbema/Ndoni,,la,unknown person installed 11/2 nipple valve at 6 o clock position for oil theft activities,RI,,,,,2/6/2024,"nosdra,cmpny,mnstry,cmmnt",,,,,,,,,,,,,"2024-02-27 AB017, 2024-05-14 AB017"
290680,confirmed,ph,NEPL,NEPL/WAGL/2024/02/OML 11/TP/001,2/4/2024,2/6/2024,no,,,,fl,sab,,"Well 2L/S Row at Otokolomabie community in Bonny LGA, Rivers State.",4.492797,7.218894,Bonny,,,"It was observed that a 4"" flange was installed at 12 o'clock position on the 6"" flowline by unknown persons.",RI,,,,,2/11/2024,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra",,,,,,,,,,,,,2024-02-27 AB017
290674,confirmed,ph,NAOC,2024/LAR/013,2/4/2024,2/4/2024,co,,,,fl,sab,,4 '' obiafu 40T FLOWLINE AT OMOKU ONELGA RIVERS STATE,5.391222,6.642611,Ogba/Egbema/Ndoni,,la,unknown person installed 11/2 nipple valve at 6 o clock position for oil theft activities,RI,,,,,2/6/2024,"nosdra,cmpny,mnstry,cmmnt",,,,,,,,,,,,,"2024-02-27 AB017, 2024-05-14 AB017"
290667,confirmed,ph,NAOC,2024/LAR/012,2/4/2024,2/5/2024,co,,,,fl,sab,,4'' obiafu 2l flowline omoku onelga local government area rivers state,5.391222,6.642278,Ogba/Egbema/Ndoni,,la,unknown person installed 11/2 nipple valve at 6 o clock position for oil theft activities,RI,,,,,2/6/2024,"nosdra,cmpny,mnstry,cmmnt",,,,,,,,,,,,,"2024-02-27 AB017, 2024-04-18 AB017, 2024-05-14 AB017"
290492,confirmed,ph,Heirs Energies Limited,IN-0843,2/3/2024,2/3/2024,cr,332.9000,,2/3/2024,pl,sab,tr,"8' NKALI-IMOR RIVER DELIVERY LINE AT UMUDEOKPARA COMMUNITY,",4.986139,7.163167,Etche,98.0000,la,A 3' BALL VALVE WAS INSTALLED AT 12'O CLOCK POSITION OF THE PIPELINE BY UNKNOWN PERSONS FOR THE PURPOSE OF THEFT. THE CRUDE WAS CONTAINED IN AN ALREADY EXISTING TRENCH CREATED BY THE COMPANY WHILE EXPOSING THEIR PIPES TO THE SURFACE.,RI,,,,,2/3/2024,"cmmnt,cmpny,mltry,nosdra,plc",,,,,,,,,,,,,"2024-02-27 AB017, 2024-04-03 AB017, 2024-06-09 AB017"
290512,confirmed,ph,SPDC,1939798,2/1/2024,2/2/2024,no,nil,nil,,pl,sab,other: none,"20"" Rumuekpe-Nkpoku Pipeline at Ogbodo-Isiokpo, Ikwere L. G. A.",4.953100,6.853570,Ikwere,none,la,No impact,RI,,,,,2/4/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2024-02-27 AB017
290511,confirmed,ph,SPDC,1940301,2/1/2024,2/2/2024,no,nil,nil,,pl,sab,other: none,"20"" Rumuekpe-Nkpoku Pipeline at Ibaa Community, Emohua L. G. A.",4.953350,6.844980,Ikwere,nil,la,No impact,RI,,,,,2/4/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2024-02-27 AB017
290510,confirmed,ph,SPDC,1939871,2/1/2024,2/2/2024,no,nil,nil,,pl,sab,other: none,"20"" Rumuekpe-Nkpoku pipeline at Ibaa Community, Emohua L. G. A.",4.953570,6.838750,Emuoha,nil,la,No impact,RI,,,,,2/4/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2024-02-27 AB017
290507,confirmed,ph,SPDC,2024_1940005,2/1/2024,2/2/2024,no,,,,pl,sab,,20'' RUMUEKPE - NKPOKU P/LINE AT IBAA COMMUNITY,4.953144,6.850386,Ikwere,,la,4'' BALL VALVE ON THE LINE AT 12 0' CLOCK POSITION,RI,,,,,2/5/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-02-27 AB017
290506,confirmed,ph,SPDC,2024_1940224,2/1/2024,2/2/2024,no,,,,pl,sab,,20'' RUMUEKPE - NKPOKU P/LINE AT IBAA COMMUNITY,4.953151,6.850139,Ikwere,,la,3'' BALL VALVE INSTALLED ON THE LINE AT 12 0 ' CLOCK POSITION,RI,,,,,2/5/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-02-27 AB017
290505,confirmed,ph,SPDC,2024_1940059,2/1/2024,2/2/2024,no,,,,pl,sab,,20'' RUMUEKPE - NKPOKU P/LINE AT IBAA COMMUNITY,4.953144,6.850747,Ikwere,,la,4'' BALL VALVE CONNECTED TO A REDUCER 3'' BALL VALVE ON THE LINE AT 12 0 ' CLOCK POSITION.,RI,,,,,2/5/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-02-27 AB017
290573,confirmed,ph,NAOC,2024/LAR/010,1/30/2024,1/30/2024,cr,"16,5 bbls",,1/30/2024,pl,sab,,"125mm hacksaw cut inflicted on the facility at 10 to 11 o'oclock position by unknown persons for crod oil theft activities,",5.113750,6.564917,Ahoada-West,36900.0000,la,As at the time of JIV ; The tem observed 125mm back saw cut on the facility by unknown persons at 9-11 O'clook position,RI,,,,,1/30/2024,"cmmnt,dpr,nosdra,mltry,mnstry",,,,,,,,,,,,,"2024-02-27 AB017, 2024-05-14 AB017"
290508,reviewed,ph,SPDC,2024_1932459,1/30/2024,2/2/2024,,,,2/2/2024,pl,sab,,18'' ASSA-RUMUEKPE P/L @ IMOGU/EMOHLA L.G.A,5.013857,6.699782,Emuoha,,la,UNKNOWN PERSON(S) INSTALLED 2 NUMBER 2'' BALL VALVE AAND A 3'' BALL VALVE WITH FLANGE ON THE FACILITY AT 12 O'CLOCK POSITION,RI,,,,,2/2/2024,,,,,,,,,,,,,,2024-02-07 PH128
290504,confirmed,ph,SPDC,2024_1930815,1/30/2024,1/31/2024,no,,,,pl,sab,,20'' RUMUEKPE -NKPOKU P/LINE AT IBAA COMMUNITY,4.954120,6.819870,Emuoha,,la,3'' BLINDED BALL VALVE INSTALLED ON THE PIPELINE AT 12 0' CLOCK POSITION,RI,,,,,2/2/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,"2024-02-07 AB014, 2024-02-19 PH043, 2024-02-20 PH043"
290503,confirmed,ph,SPDC,2023_1931188,1/30/2024,1/31/2024,no,,,,pl,sab,,20'' RUMUEKPE -NKPOKU PIPE LINE AT IBAA COMMUNITY,4.954010,6.824740,Emuoha,,la,3'' BALL VALVE WITH 3'' LINED OUT PIPE ON THE LINE AT 12 0' CLOCK POSITION,RI,,,,,2/2/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,"2024-02-07 AB014, 2024-02-19 PH043, 2024-02-20 PH043"
290502,confirmed,ph,SPDC,2024_1931006,1/30/2024,1/31/2024,no,,,,pl,sab,,20'' RUMUEKPE-NKPOKU PIPELINE AT IBAA COMMUNITY,4.954080,6.821680,Emuoha,,la,3'' ball valve installed on the pipeline at 12 0' clock position,RI,,,,,2/2/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,"2024-02-07 AB014, 2024-02-19 PH043, 2024-02-20 PH043"
290501,confirmed,ph,SPDC,2024_1930956,1/30/2024,1/31/2024,no,,,,pl,sab,,20'' RUMUEKPE-NKPOKU PIPE LINE AT IBAA COMMUNITY,4.954090,6.821020,Emuoha,,la,UN-BLINDED 3'' BALL VALVE INSTALLED ON THE PIPELINE AT 12 0' CLOCK POSITION BY UNKNOWN PERSON(s),RI,,,,,2/2/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,"2024-02-07 AB014, 2024-02-19 PH043, 2024-02-20 PH043"
290405,confirmed,ph,NAOC,2024/LAR/005,1/23/2024,1/23/2024,no,,,1/24/2024,fl,sab,,"3"" Obiafu 8T Flowline @Omoku,",5.393056,6.636333,Ogba/Egbema/Ndoni,0.0007,la,No Spill,RI,,,,,1/24/2024,"cmmnt,cmpny,nosdra,mnstry",,,,,,,,,,,,,2024-02-07 AB014
290381,confirmed,ph,TOTALENERGIES EP NIGERIA LTD,TUCN/JVA/ON-001/2024,1/23/2024,1/23/2024,cr,0.0400,0.0200,1/24/2024,pl,sab,pt,Total KM8 Obagi - Rumuekpe Crude Oil Export Line.,5.169722,6.645000,Ahoada-East,0.0000,la,"A small portion of Land, impacted by the Crude Oil.",RI,,2/5/2024,,,1/24/2024,"nosdra,dpr,mnstry,cmmnt,cmpny,oth",,,,,,,,,,,,,"2024-02-07 AB014, 2024-06-09 AB017"
290422,confirmed,ph,SPDC,2024_1894685,1/22/2024,1/22/2024,no,,,,pl,sab,,"28'' BOMU -BONNY PIPELINE AT OGBONGA FOREST, AYAMINIMA/ OLUMA COMMUNITY",4.454140,7.180610,Bonny,,sw,No Spill,RI,,,,,1/27/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-02-07 AB014
290306,confirmed,ph,NAOC,2024/LAR/GLI/010,1/22/2024,1/22/2024,ga,,,1/23/2024,gl,sab,,8' OB OB INDORAMA NGL AT EBEGORO,5.372833,6.676278,Ogba/Egbema/Ndoni,,la,NO IMPACT,RI,,,,,1/23/2024,"nosdra,mnstry,cmmnt,cmpny,mltry,plc",,,,,,,,,,,,,2024-05-14 AB017
290283,confirmed,ph,SPDC,1882565,1/19/2024,1/20/2024,cr,58.0000,46.0000,1/22/2024,pl,sab,dk,"12"" OGALE-EBUBU PIPELINE AT OBOLO-EBUBU",4.798532,7.151515,Eleme,0.0002,la,"POOL OF SPILLED OIL AT THE POINT OF INCIDENT OF AREA OF ABOUT 0.02Ha AND ESTIMATED VOLUME OF ABOUT 58 Barrels and RECOVERED 46 Barrels from 1"" valve installed by unknown person(s) at 12 0' Clock position for crude oil theft activities",RI,,,,,1/21/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,2/1/2024,,,,,,,,2024-02-27 AB017
290470,confirmed,ph,SPDC,1881902,1/18/2024,1/18/2024,cr,86.0000,,1/30/2024,pl,sab,pt,"20"" KOLOCREEK-RUMUEKPE PIPELIN AT OKOMA.",4.971693,6.647713,Ahoada-East,0.0160,sw,2” ball valve attached to 2” pipe on a failed concrete cast was installed at 12 O’clock position on the facility by unknown persons. Numerous flora species were impacted from this incident.,RI,,,,,1/30/2024,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,4/10/2024,,,,"2024-02-07 AB014, 2024-04-17 PH136"
290137,confirmed,ph,NAOC,2024/LAR/NLI/005,1/16/2024,1/16/2024,cr,,,,pl,sab,,18'' ebocha ogoda pipeline at mgbede rivers state,5.448583,6.697333,Ogba/Egbema/Ndoni,,,unknown person installed 3'' ballvalve at 12 oclock position for oil theft activities,RI,,,,,1/16/2024,"cmpny,nosdra,mnstry,plc,cmmnt",,,,,,,,,,,,,"2024-02-27 AB017, 2024-05-14 AB017"
290392,confirmed,ph,SPDC,1869727,1/15/2024,1/15/2024,cr,,,,pl,other:,N;A,"20'' Rumuekpe-Nkpoku T/L @ Ovogo creek, Ibaa community.",4.955321,6.790481,Emuoha,False Alarm,sw,The reported incident was a false alarm,RI,,,,,1/25/2024,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,"2024-02-07 AB014, 2024-04-15 AB008, 2024-07-09 AB017"
290141,confirmed,ph,NAOC,2024/LAR/GLI/007,1/14/2024,1/14/2024,ga,,,,gl,sab,,"8"" OB OB -ELEME(INDORAMA NGL) AT UJU",5.333806,6.725000,Ogba/Egbema/Ndoni,,la,No Impact,RI,,,,,1/17/2024,"nosdra,mnstry,cmpny,cmmnt,mltry,plc",,,,,,,,,,,,,2024-05-14 AB017
290146,confirmed,ph,Heirs Energies Limited,IN - 0685,1/12/2024,1/12/2024,cr,0.5000,,1/12/2024,pl,sab,tr,8'' Nkali - Imo river at Umuokechi,4.984011,7.123014,Etche,,la,"Unknown person (s) made 50mm Hacksaw cut on the facility, resulting in Crude oil Spill.",RI,,,,,1/12/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,"2024-02-27 AB017, 2024-06-09 AB017, 2024-07-09 AB017"
290145,confirmed,ph,Heirs Energies Limited,In - 0663,1/12/2024,1/12/2024,cr,40.0000,38.0000,1/12/2024,pl,sab,tr,8'' Nkali - Imo River at Umuokechi,4.984161,7.125322,Etche,0.0003,la,Unknown person (s) Drilled 5mm long hole on the facility at 4 O'Clock position for oil theft activity.,RI,,,,,1/12/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,"2024-03-13 AB017, 2024-06-09 AB017"
290122,confirmed,ph,SPDC,1857784,1/12/2024,1/12/2024,other: Water leak,,,,pl,eqf,,4” Obelle-Ibaa at Ibaa,4.999699,6.807056,Emuoha,,la,Failed Clamp,RI,,,,,1/14/2024,"nosdra,mnstry,plc,cmmnt,cmpny",,,,,,,,,,,,,2024-02-07 AB014
290282,confirmed,ph,SPDC,1850220,1/9/2024,1/10/2024,no,,,,pl,sab,other:none,"18"" Asa-Rumuekpe Pipeline at Egbeda Community, Emuoha L. G. A.",5.267280,6.776350,Emuoha,,la,No Spill,RI,,,,,1/20/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2024-02-07 AB014
290281,confirmed,ph,SPDC,1850062,1/9/2024,1/10/2024,no,,,,pl,sab,other:none,"18"" Asa-Rumuekpe Pipeline at Egbeda, Emuoha L. G. A.",5.242160,6.770520,Emuoha,,la,No Spill,RI,,,,,1/20/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2024-02-07 AB014
290094,confirmed,ph,SPDC,1844895,1/9/2024,1/9/2024,cr,,,,pl,sab,,14'' Okodia-Rumuekpe P/L @ Edeoha comm,5.022462,6.624513,Ahoada-East,,la,No Spill,RI,,,,,1/11/2024,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,"2024-02-07 AB014, 2024-07-09 AB017"
290093,confirmed,ph,SPDC,1844986,1/9/2024,1/9/2024,cr,,,,pl,sab,N/A,14'' Okodia-Rumuekpe P/L @ Ihuowo comm,5.010891,6.644792,Ahoada-East,,ss,Water leak from the tempered previous clamp,RI,,,,,1/11/2024,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,"2024-02-07 AB014, 2024-07-09 AB017"
290121,confirmed,ph,SPDC,1841401,1/8/2024,1/8/2024,other: Water leak,,,1/10/2024,pl,sab,,14” Okordia-Rumuekpe P/L at Ula-Ikata,5.055462,6.579025,Ahoada-West,,la,Hack saw cut on the P/L by unknown person(s),RI,,,,,1/10/2024,"nosdra,mnstry,plc,cmmnt,cmpny",,,,,,,,,,,,,2024-02-07 AB014
290091,confirmed,ph,SPDC,2024_1840820,1/7/2024,1/8/2024,no,,,,pl,sab,,"24'' BOMU-BONNY PIPELINE AT PATRICK WATER SIDE, BODO COMMUNITY",4.584834,7.256565,Bonny,,sw,No Spill,RI,,,,,1/11/2024,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2024-02-07 AB014
289930,confirmed,ph,NAOC,2024/LAR/002,1/7/2024,1/7/2024,co,2.0000,,1/7/2024,fl,sab,,"6'' Idu 5T flowline at Idu-Obosiukwu Community ONELGA, Rivers State",5.260667,6.569306,Ogba/Egbema/Ndoni,0.0002,,"The spill impacted, the vegetation around and the water.",RI,,,,,1/7/2024,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-02-07 AB014, 2024-02-10 PH021"
289938,confirmed,ph,SPDC,1831151,1/5/2024,1/5/2024,no,,,1/5/2024,pl,sab,pt,24'' OGALE-BONNY PIPELINE AT EGBALOR,4.798433,7.168022,Eleme,,la,Upon excavation the JIT observed a 2nos 2’’ ball valves with a spool piece connected at 12 o’clock position by unknown person(s). The incident was non leaking during JIV.,RI,,,,,1/9/2024,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,2024-02-07 AB014
286514,confirmed,ph,NAOC,2024/LAR/001,1/1/2024,1/1/2024,cr,5.9700,,1/2/2024,pl,sab,pt,"18'' EBOCHA-OGODA PIPELINE AT MGBEDE, ONELGA RIVERS STATE",5.441917,6.693972,Ogba/Egbema/Ndoni,397.4600,la,2'' BALL VALVES INSTALLED AT 12 'O CLOCK POSITION ON THE PIPELINE AT TWO DIFFERENT POINTS BY UNKNOWN PERSON FOR THEFT PURPOSE.,RI,,,,,1/2/2024,"nosdra,cmmnt,mnstry,cmpny",,,,,,,,,,,,,"2024-02-07 AB014, 2024-04-24 AB017"
